id	title	description	category	inventoryHeight	inventoryWidth	image	customProperties
card_sutensai_vein_of_silence	Vein of Silence	Open a seam of the void and let the hush pour through. All enemies in a 15-foot radius are Silenced (cannot use spoken or resonance-powered abilities) until the start of your next turn; allies in the zone gain 1d6 + RESONANCE temporary HP. Once per long rest.	power_card	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_sutensai_inquisitor_tribunal_of_one	Tribunal of One	You are court, jury, and void-blessed blade. Make three RESONANCE strikes in sequence against one Apostate; between strikes, the target must answer (RESONANCE save) or shed one AP per failed answer.	subclass_power_inquisitor	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_sutensai_inquisitor_void_blessed_verdict	Void-Blessed Verdict	Pronounce verdict in the old tongue. One Apostate you can see must pass a RESONANCE+VEIL save; on failure, they are removed from the field until start of your next turn, standing in a place that is not quite here.	subclass_power_inquisitor	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_sutensai_archive_master_unsealed_folio	The Unsealed Folio	You crack the seal the Priors swore you would not. Draw four cards; any of them marked forbidden may be played this encounter ignoring their normal restrictions. At end of encounter, one random card is lost from your deck forever.	subclass_power_archive_master	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_sutensai_archive_master_librarians_erasure	Librarian's Erasure	Some names should not be in the record. Choose one enemy within 60 feet; for 3 rounds, they have disadvantage on attacks against you, and allies treat them as unseen until the first time they deal damage. Once per long rest.	subclass_power_archive_master	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_sutensai_priors_voice_throat_of_the_first	Throat of the First	The First sutensai speaks with your mouth. Until your next turn, your Priors Voice cards cost 1 less AP (minimum 1) and inflict VEIL fear on the first target each round. You cannot speak in any other tongue.	subclass_power_priors_voice	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_sutensai_priors_voice_procession_of_ascendants	Procession of the Ascendants	Summon the echo of every Prior who ever held this office. Each ally gains a +1 to their next RESONANCE or VEIL roll this encounter; each enemy in sight must pass a RESONANCE save or kneel, losing their next action.	subclass_power_priors_voice	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_hollow_the_empty_absence_step	Absence Step	Unspool from the space you occupied and condense somewhere the battle was not watching. Move up to your speed; you cannot be targeted by reactions triggered by that movement.	subclass_the_empty	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_hollow_the_empty_nothing_answers	Nothing Answers	A target calls on a blessing, buff, or resonance link and finds only you listening. Strip one active positive effect from an enemy within sight; they cannot reapply it this round.	subclass_the_empty	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_hollow_the_empty_silence_the_name	Silence the Name	Strike with a hand that leaves no signature. Deal VEIL + RESONANCE damage; the target loses track of you — they cannot target you with single-target attacks until they are struck by an ally or act twice.	subclass_the_empty	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_hollow_the_empty_zero_point	Zero Point	Passive: where you stand, readings fail. Enemies adjacent to you lose any bonus gained from flanking, marking, or target-tracking effects; scrying and remote-sensing cannot locate you.	subclass_the_empty	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""passive""}"
card_hollow_the_shell_autonomic_parry	Autonomic Parry	Reaction: the Shell answers before the mind notices the blade. When hit, reduce the incoming damage by FRAME + VEIL and redirect a fraction to the attacker if they are within reach.	subclass_the_shell	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""reaction""}"
card_hollow_the_shell_unmanned_strike	Unmanned Strike	The body keeps its routines even when you do not. Deal 1d8 + FRAME damage; this card may be played while you are Stunned, Dazed, or otherwise unable to act. Once per round.	subclass_the_shell	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_hollow_the_shell_clockwork_advance	Clockwork Advance	A single looped routine: step, pivot, strike. Move up to your speed and make one Basic Attack dealing 1d6 + FRAME damage; the movement does not provoke opportunity attacks.	subclass_the_shell	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_hollow_the_shell_operator_absent	Operator Absent	Passive: there is no mind at the helm to bend. You are immune to Fear, Charm, Confusion, and any effect that targets intent or will; effects that require you to ""choose"" resolve as if you had chosen nothing.	subclass_the_shell	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""passive""}"
card_hollow_the_empty_gate	The Empty Gate	Open a door onto nothing in the shape of an incoming harm. Negate one attack, spell, or effect targeting you or an ally within 15 feet; the source suffers Expose 4 as the nothing looks back.	subclass_power_the_empty	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""reaction""}"
card_hollow_the_empty_where_you_were	Where You Were	Leave a void-shadow where your body stood and step out of the scene entirely. Until your next turn you do not exist on the battlefield; enemies resolve their actions against the shadow, then you reappear in any space within 25 feet and deal VEIL + RESONANCE damage to one adjacent enemy.	subclass_power_the_empty	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_hollow_the_shell_run_without_pilot	Run Without Pilot	Hand the controls to the body and watch. The Shell takes two full autonomous actions on your next turn at no AP cost, chosen by you now; while running, you cannot be mind-read, interrogated, or compelled.	subclass_power_the_shell	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_hollow_the_shell_remains	The Shell Remains	When your HP would drop to 0, the Shell does not notice. Remain standing with 1 HP for one full round; during that round you cannot be reduced below 1 HP and your attacks deal FRAME + RESONANCE bonus damage. At the end of the round, fall.	subclass_power_the_shell	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""reaction""}"
card_unnamed_first_naming	The First Naming	The moment a player first speaks an intention aloud in combat, something answers back. Once per turn, when you play a blank (unnamed) card, reduce its AP cost by 1 (minimum 0) and give it a provisional name until the end of the encounter.	level_up	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_shared_outline	Shared Outline	You are not one thing yet. As a bonus action, choose an ally within FRAME x 5 feet; until the start of your next turn, each of you may use the other's RESONANCE modifier in place of your own for one check or save.	level_up	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_convergent_single_axis	Single Axis	Pick one enemy and let every other thought fall away. Until the start of your next turn, you have advantage on attacks and checks made against that creature, and disadvantage on everything else. The first hit against them adds your RESONANCE modifier as bonus damage.	subclass_convergent	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_convergent_gathered_edge	Gathered Edge	Draw every unnamed possibility into the strike. Make a melee attack; for each blank card still in your hand, this attack gains +1 to hit and deals bonus damage equal to your FRAME modifier on a hit.	subclass_convergent	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_convergent_point_of_certainty	Point of Certainty	Name yourself for a moment. Until the end of your turn, you cannot be surprised, charmed, or forced to move, and your next attack deals +1d6 damage and ignores resistance.	subclass_convergent	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_convergent_one_becomes_all	One Becomes All	Choose a single named card in your hand; until the start of your next turn, every other card you play this turn counts as a copy of that card for its triggers, conditions, and synergies — but each still costs its printed AP.	subclass_convergent	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_divergent_split_intent	Split Intent	Speak two names in one breath. Make a melee or ranged attack against up to two different creatures within reach or range; each attack is made with a -2 penalty but on hit, each target takes half damage from the other attack as resonance echo.	subclass_divergent	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_divergent_scattered_pattern	Scattered Pattern	Fan the unnamed out like cards on a table. Choose up to three creatures within FRAME x 5 feet of you; each must succeed a RESONANCE save or suffer a different random minor condition (flat-footed, shaken, dazzled, or distracted) until the start of your next turn.	subclass_divergent	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_divergent_which_one_am_i	Which One Am I	Refuse to be singular. Until the start of your next turn, the first attack against you automatically misses (attacker hits an illusory silhouette); you gain 1 extra reaction this round. Once per short rest.	subclass_divergent	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_divergent_many_hands	Many Hands	Let the pattern do the work. Choose two allies within 30 feet; each may use their reaction to move up to half their speed or make one weapon attack (1d6 + stat), and you may do the same.	subclass_divergent	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_power_the_inventory	The Inventory	You open your hand and count what you have become. Draw cards until you have the number of named cards equal to your RESONANCE modifier (minimum 2); each blank card drawn this way may be provisionally named now, for this encounter only.	power_card	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_power_pattern_lock	Pattern Lock	Trace a closed shape around the battle in one motion. Until the end of your next turn, every creature in a 30-foot radius (including allies) that moves more than half their speed in a turn takes damage equal to your FRAME modifier; you are immune to this effect.	power_card	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_power_echo_of_selves	Echo of Selves	Summon two phantom outlines of the self you haven't chosen yet. They stand in spaces within FRAME x 5 feet of you and persist until the start of your next turn; each enemy must guess which is you on its first attack, and on a wrong guess the attack is wasted on the echo.	power_card	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_convergent_power_the_only_name	The Only Name	For one turn, be the singular thing you have been moving toward. Choose one enemy within 60 feet; until the start of your next turn, you cannot target other creatures, but attacks against the chosen target score critical hits on any roll of 15+ on the d20. Once per long rest.	subclass_power_convergent	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_convergent_power_collapse_inward	Collapse Inward	Pull every unresolved possibility into a single point in your palm. Discard all blank cards from your hand; make one attack that deals bonus damage equal to the number discarded times your RESONANCE modifier and ignores all cover and concealment.	subclass_power_convergent	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_divergent_power_fan_the_deck	Fan the Deck	Lay every possible self out at once. Until the start of your next turn, you occupy up to three spaces within FRAME x 5 feet of your starting space simultaneously; enemies must choose one space to target, and you resolve attacks and damage from any of them.	subclass_power_divergent	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_divergent_power_nobody_in_particular	Nobody in Particular	Refuse every name offered to you this round. Until the start of your next turn, all ongoing effects, conditions, and tracked resources targeting you are suspended and cannot be re-applied; you cannot be healed or buffed by allies either. Once per long rest.	subclass_power_divergent	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_unnamed_capstone_the_sixteenth_card	The Sixteenth Card	At the end of all your naming, one card remains unwritten — and that is the point. Once per long rest, play any named card in your hand as if it were every category at once: it triggers every condition, synergy, and reaction it could qualify for, resolving each in the order you choose, and is then removed from your deck forever.	capstone_card	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_silent_cadence	Silent Cadence	Your footfalls stop returning to sensors; movement this turn leaves no digital or resonant trace, and your next melee strike this turn deals +1d6 damage.	level_up	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_veilstep	Veilstep	Slip between packets. Reposition once without breaking a Veil state you currently hold.	level_up	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_shadow_operative_walk_the_line	Walk the Line	Move into an enemy-occupied space as if you belong there; the squad's threat register skips you until you act.	subclass_shadow_operative	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_shadow_operative_wear_their_face	Wear Their Face	Borrow a target's biometric handshake. For up to 3 rounds, you register as an ally to their faction's sensors and enemies of that faction will not attack you first — ends when you deal damage. Concentration.	subclass_shadow_operative	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_shadow_operative_inside_blade	Inside Blade	Strike from an enemy's formation for 2d6 + EDGE damage; on hit, the wound reads as friendly fire — one ally of the target attacks them as a reaction at your EDGE roll.	subclass_shadow_operative	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_shadow_operative_no_one_here	No One Here	When the alarm sounds, you were already gone. Negate the first Detect or Reveal effect made against you each round.	subclass_shadow_operative	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_signal_cutter_deadline	Deadline	Sever a target's uplink. Until your next turn they cannot call for reinforcements or receive buffs from allies.	subclass_signal_cutter	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_signal_cutter_static_cage	Static Cage	Flood a zone with masking noise; enemies inside cannot coordinate actions with allies outside the zone.	subclass_signal_cutter	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_signal_cutter_last_word	Last Word	Intercept an enemy's final transmission. Cancel one reaction or called response they attempt this turn.	subclass_signal_cutter	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_signal_cutter_frayed_line	Frayed Line	Passive/free: the target's augment feedback turns on them. One enemy within 30 feet makes their next attack roll at disadvantage. Once per turn.	subclass_signal_cutter	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_ghost_archive_borrowed_intent	Borrowed Intent	Pluck a fragment of your target's plan. Learn their next declared action; they cannot change it without spending AP.	subclass_ghost_archive	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_ghost_archive_replay_the_strike	Replay the Strike	Cast a stolen memory back. Repeat the last attack an enemy made this round against that enemy, using your EDGE for the attack roll. Damage is equal to the original attack's damage (max 2d10 + EDGE).	subclass_ghost_archive	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_ghost_archive_cold_reading	Cold Reading	Skim the target's recent memory. Reveal one hidden stat, cooldown, or intent and mark it as known to your allies.	subclass_ghost_archive	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_ghost_archive_redacted_self	Redacted Self	Erase yourself from a target's recollection. They cannot target you on their next turn unless an ally reminds them.	subclass_ghost_archive	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_blackroom	Blackroom	Drop a pocket of total sensor silence over the field. For one round, no one inside sees outside; no one outside sees in.	power_card	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_seventh_cut	Seventh Cut	Strike a target seven times in the seams of their armor. Deal 1d6 + EDGE damage per previous Veilblade card played this encounter (min 2d6, max 7d6). Once per long rest.	power_card	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_null_accord	Null Accord	Declare yourself unseen for the rest of the round; actions taken cannot be reacted to, but any witness left alive marks you forever.	power_card	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_shadow_operative_the_quiet_hour	The Quiet Hour	For one round you do not exist on the battlefield's records; you act normally but no opponent may designate you as a target.	subclass_power_shadow_operative	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_shadow_operative_empty_uniform	Empty Uniform	Leave a perfect double behind; the enemy squad treats it as you for a round while you act from anywhere in their formation.	subclass_power_shadow_operative	1	1		"{""apCost"":""5"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_signal_cutter_dead_channel	Dead Channel	Cut every wire in a wide zone. For one round no augment, summon, or remote asset in the area can receive input.	subclass_power_signal_cutter	1	1		"{""apCost"":""5"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_signal_cutter_severance	Severance	Choose a single enemy; their augmentations, network buffs, and allied links cut out for the rest of the encounter.	subclass_power_signal_cutter	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_ghost_archive_steal_the_commander	Steal the Commander	Pull a memory of command from the enemy leader; issue one of their orders back to their squad against them.	subclass_power_ghost_archive	1	1		"{""apCost"":""5"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_ghost_archive_archive_of_knives	Archive of Knives	Replay every attack you have witnessed this encounter as a single sequenced strike against one target: deal 1d8 per attack witnessed (min 3d8, max 8d8) + EDGE damage. Once per long rest.	subclass_power_ghost_archive	1	1		"{""apCost"":""5"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_nameless_edict	Nameless Edict	Capstone: declare a target's name stricken. For 3 rounds, that target has -5 AC and cannot be healed or supported by allies; your next strike this turn deals 6d8 + EDGE damage and auto-crits on hit. Once per long rest.	capstone_card	1	1		"{""apCost"":""5"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_witness_step	Witness Step	You step where the oath is thinnest. Move up to your speed; if you end adjacent to a target carrying Debt, apply Debt 1 and they cannot disengage from you until end of turn.	mobility_card	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_ledgers_shield	Ledger's Shield	The weight they owe becomes the weight you carry. Until start of your next turn, damage you take is reduced by the total Debt stacks on enemies within 30 feet (max 6 total reduction).	defense_card	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_called_to_account	Called to Account	Reaction: when an enemy within 40 feet attacks an ally, name the debt. The attacker must redirect to you or take 4 + RESONANCE damage and gain Debt 2.	reaction_card	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_the_watching_ledger	The Watching Ledger	Passive. At the start of each of your turns, one enemy within 40 feet that has acted against your contract since your last turn gains Debt 1. You always know the Debt count on every enemy you can see.	passive	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_interest_accrues	Interest Accrues	Rider. Choose one enemy carrying Debt. At the end of each round until cleared or detonated, they gain Debt 1. Stacks no higher than three instances of this rider.	utility_card	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_first_mark	First Mark	You learn to write the debt in their skin before they know they owe. The first card you play each turn that applies Debt applies 1 additional stack.	level_up	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_reading_the_weight	Reading the Weight	Study one enemy within 40 feet. You learn their highest-value obligation (a person, oath, or possession they would act to protect). Until end of encounter, they gain Debt 1 each time they act contrary to that obligation.	level_up	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_oath_keeper_binding_word	Binding Word	Speak the code aloud. One target within 30 feet is Bound: while Bound, if they attack anyone other than you, they immediately gain Debt 2 and you may make a free reaction strike. Bound ends when you apply Debt via any other card.	subclass_oath_keeper	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_oath_keeper_the_code_remembers	The Code Remembers	Passive-rider. The first time each encounter an enemy breaks an oath, flees a pact, or betrays an ally in your sight, they gain Debt 4 and are marked Oathbroken until you detonate them.	subclass_oath_keeper	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_oath_keeper_ledger_of_witnesses	Ledger of Witnesses	Every ally within 30 feet of you becomes a witness. For the rest of the encounter, each time a witnessed enemy strikes a witness and misses, that enemy gains Debt 1.	subclass_oath_keeper	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_oath_keeper_stand_the_line	Stand the Line	Plant yourself. Until start of your next turn, any enemy who crosses within 15 feet of you gains Debt 1 on entering, and you may spend your reaction to strike them with VEIL + RESONANCE.	subclass_oath_keeper	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_debt_collector_name_the_debtor	Name the Debtor	Single out one enemy you can see; they become your Debtor until they die, surrender, or the encounter ends. You always know their exact location while on the same plane, and your cards that apply Debt apply 1 additional stack against them.	subclass_debt_collector	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_debt_collector_pursuit_cadence	Pursuit Cadence	You move in their rhythm. Move up to twice your speed in a straight line toward your Debtor; if you end within 5 feet, make a free VEIL strike that cannot be interrupted.	subclass_debt_collector	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_debt_collector_extraction_hold	Extraction Hold	Grab your Debtor by what they cannot afford to lose. They are Held: they cannot move, teleport, or phase-shift until they clear all Debt or take 10 damage. While Held, their allies cannot target you with spells.	subclass_debt_collector	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_debt_collector_paid_in_kind	Paid in Kind	When your Debtor dies, you collect. Recover 1 AP, draw 2 cards, and clear one condition on yourself. If the killing blow was a detonation, also gain temporary HP equal to your RESONANCE score.	subclass_debt_collector	1	1		"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_the_breaker_shatter_oath	Shatter Oath	Break a promise you never made. One enemy with 2+ Debt loses all class-granted buffs and passives until end of their next turn; you deal damage equal to the number of effects stripped times your VEIL.	subclass_the_breaker	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_the_breaker_fracture_line	Fracture Line	Draw a line of ruin between two enemies within 40 feet of each other. Both gain Debt 2; whenever one of them takes damage for the rest of the encounter, the other takes half as spillover.	subclass_the_breaker	1	1		"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_the_breaker_broken_word	Broken Word	You unmake a bond. Target one enemy who has granted a buff, link, or pact to another this encounter; the bond snaps. Dealer and receiver both gain Debt 3 and cannot be healed by each other for the rest of the encounter.	subclass_the_breaker	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_the_breaker_gift_of_ruin	Gift of Ruin	Hand a Debt to someone who had none. An enemy without Debt gains Debt 3, and the next time they are struck by any ally, the striker adds your VEIL to the damage. Flavor: the fracture travels the handshake.	subclass_the_breaker	1	1		"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_collection_day	Collection Day	You call every debt due at once. Every enemy within 40 feet carrying Debt pays: each loses 1 Debt stack and takes 1d6 + VEIL damage per stack lost. Once per long rest.	power_card	1	1		"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_voice_of_debt_oath_keeper_final_witness	Final Witness	You pronounce judgment. Every enemy within 40 feet that has broken an oath, betrayed an ally, or fled a pact this encounter is immediately detonated: they suffer damage equal to 8 + VEIL plus 4 per Debt stack. Debt cleared.	subclass_power_oath_keeper	1	1		"{""apCost"":""4"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
